fold,train_end,test_end,return_pct,win_rate,num_trades,equity_after_fold,fold_seconds,params
19,2022-02-26 00:00:00,2022-05-26 00:00:00,-4.877475003910047,0.0,6,100553.94,16.6,"{""er_threshold"": 0.35, ""swing_lookback"": 20, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
20,2022-05-26 00:00:00,2022-08-26 00:00:00,10.787254859976573,85.71428571428571,7,111400.95,16.8,"{""er_threshold"": 0.35, ""swing_lookback"": 20, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
21,2022-08-26 00:00:00,2022-11-26 00:00:00,1.7483869128186198,44.44444444444444,9,113348.67,17.8,"{""er_threshold"": 0.35, ""swing_lookback"": 20, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
22,2022-11-26 00:00:00,2023-02-26 00:00:00,-0.39664362636962325,37.5,8,112899.08,18.9,"{""er_threshold"": 0.35, ""swing_lookback"": 20, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
23,2023-02-26 00:00:00,2023-05-26 00:00:00,0.24140544506302103,42.857142857142854,7,113171.62,20.0,"{""er_threshold"": 0.35, ""swing_lookback"": 10, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
24,2023-05-26 00:00:00,2023-08-26 00:00:00,-0.874140404176651,28.57142857142857,7,112182.34,19.8,"{""er_threshold"": 0.35, ""swing_lookback"": 30, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
25,2023-08-26 00:00:00,2023-11-26 00:00:00,1.5709758260198725,37.5,8,113944.7,20.6,"{""er_threshold"": 0.35, ""swing_lookback"": 30, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
26,2023-11-26 00:00:00,2024-02-26 00:00:00,0.19037068750703473,42.857142857142854,7,114161.62,20.9,"{""er_threshold"": 0.35, ""swing_lookback"": 30, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
27,2024-02-26 00:00:00,2024-05-26 00:00:00,0.9587193944658212,37.5,8,115256.11,21.3,"{""er_threshold"": 0.35, ""swing_lookback"": 30, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
28,2024-05-26 00:00:00,2024-08-26 00:00:00,2.302179343287891,42.857142857142854,7,117909.51,21.9,"{""er_threshold"": 0.35, ""swing_lookback"": 30, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
29,2024-08-26 00:00:00,2024-11-26 00:00:00,6.083803125702442,80.0,5,125082.89,22.3,"{""er_threshold"": 0.35, ""swing_lookback"": 30, ""atr_sl_mult"": 1.5, ""atr_tp_mult"": 3.5}"
30,2024-11-26 00:00:00,2025-02-26 00:00:00,0.5907185570144066,50.0,2,125821.78,23.3,"{""er_threshold"": 0.55, ""swing_lookback"": 30, ""atr_sl_mult"": 2.5, ""atr_tp_mult"": 3.5}"
31,2025-02-26 00:00:00,2025-05-26 00:00:00,0.0,nan,0,125821.78,23.8,"{""er_threshold"": 0.55, ""swing_lookback"": 30, ""atr_sl_mult"": 2.5, ""atr_tp_mult"": 3.5}"
32,2025-05-26 00:00:00,2025-08-26 00:00:00,2.639328844646763,75.0,4,129142.63,24.6,"{""er_threshold"": 0.55, ""swing_lookback"": 30, ""atr_sl_mult"": 2.5, ""atr_tp_mult"": 3.5}"
33,2025-08-26 00:00:00,2025-11-26 00:00:00,-2.8240764167760353,0.0,5,125495.54,25.4,"{""er_threshold"": 0.55, ""swing_lookback"": 30, ""atr_sl_mult"": 2.5, ""atr_tp_mult"": 3.5}"
34,2025-11-26 00:00:00,2026-02-26 00:00:00,0.0,nan,0,125495.54,25.8,"{""er_threshold"": 0.55, ""swing_lookback"": 30, ""atr_sl_mult"": 2.5, ""atr_tp_mult"": 3.5}"
35,2026-02-26 00:00:00,2026-05-26 00:00:00,-0.594669344000009,50.0,2,124749.26,26.6,"{""er_threshold"": 0.55, ""swing_lookback"": 30, ""atr_sl_mult"": 2.5, ""atr_tp_mult"": 3.5}"
